col1,col2
212.079,0.64135
212.099,0.6409
212.119,0.64044
212.139,0.63999
212.159,0.63954
212.179,0.63908
212.199,0.63863
212.219,0.63818
212.239,0.63773
212.259,0.63728
212.279,0.63683
212.299,0.63638
212.319,0.63593
212.339,0.63548
212.359,0.63503
212.379,0.63458
212.399,0.63413
212.419,0.63368
212.439,0.63323
212.459,0.63278
212.479,0.63234
212.499,0.63189
212.519,0.63144
212.539,0.63099
212.559,0.63055
212.579,0.6301
212.599,0.62966
212.619,0.62921
212.639,0.62876
212.659,0.62832
212.679,0.62788
212.699,0.62743
212.719,0.62699
212.739,0.62654
212.759,0.6261
212.779,0.62566
212.799,0.62521
212.819,0.62477
212.839,0.62433
212.859,0.62389
212.879,0.62345
212.899,0.62301
212.919,0.62256
212.939,0.62212
212.959,0.62168
212.979,0.62124
212.999,0.6208
213.019,0.62037
213.039,0.61993
213.059,0.6195
213.079,0.61906
213.099,0.61863
213.119,0.61819
213.139,0.61776
213.159,0.61732
213.179,0.61689
213.199,0.61646
213.219,0.61602
213.239,0.61559
213.259,0.61516
213.279,0.61473
213.299,0.61429
213.319,0.61386
213.339,0.61343
213.359,0.613
213.379,0.61257
213.399,0.61214
213.419,0.61171
213.439,0.61128
213.459,0.61085
213.479,0.61042
213.499,0.60999
213.519,0.60956
213.539,0.60913
213.559,0.6087
213.579,0.60828
213.599,0.60785
213.619,0.60742
213.639,0.607
213.659,0.60657
213.679,0.60614
213.699,0.60572
213.719,0.60529
213.739,0.60487
213.759,0.60444
213.779,0.60402
213.799,0.60359
213.819,0.60317
213.839,0.60274
213.859,0.60232
213.879,0.6019
213.899,0.60142
213.919,0.60091
213.939,0.60041
213.959,0.59991
213.979,0.5994
213.999,0.5989
214.019,0.59839
214.039,0.59787
214.059,0.59736
214.079,0.59685
214.099,0.59633
214.119,0.59582
214.139,0.59531
214.159,0.5948
214.179,0.59429
214.199,0.59378
214.219,0.59327
214.239,0.59276
214.259,0.59225
214.279,0.59174
214.299,0.59124
214.319,0.59073
214.339,0.59022
214.359,0.58971
214.379,0.58921
214.399,0.5887
214.419,0.5882
214.439,0.58769
214.459,0.58719
214.479,0.58668
214.499,0.58618
214.519,0.58568
214.539,0.58517
214.559,0.58467
214.579,0.58417
214.599,0.58367
214.619,0.58317
214.639,0.58267
214.659,0.58217
214.679,0.58167
214.699,0.58117
214.719,0.58067
214.739,0.58017
214.759,0.57967
214.779,0.57918
214.799,0.57868
214.819,0.57818
214.839,0.57769
214.859,0.57719
214.879,0.57669
214.899,0.5762
214.919,0.5757
214.939,0.57521
214.959,0.57472
214.979,0.57422
214.999,0.57373
215.019,0.57327
215.039,0.57281
215.059,0.57235
215.079,0.57189
215.099,0.57143
215.119,0.57097
215.139,0.57051
215.159,0.57005
215.179,0.56959
215.199,0.56913
215.219,0.56868
215.239,0.56822
215.259,0.56776
215.279,0.56731
215.299,0.56685
215.319,0.56639
215.339,0.56594
215.359,0.56548
215.379,0.56503
215.399,0.56458
215.419,0.56412
215.439,0.56367
215.459,0.56321
215.479,0.56276
215.499,0.56231
215.519,0.56186
215.539,0.56141
215.559,0.56095
215.579,0.5605
215.599,0.56005
215.619,0.5596
215.639,0.55915
215.659,0.5587
215.679,0.55825
215.699,0.55781
215.719,0.55736
215.739,0.55691
215.759,0.55646
215.779,0.55601
215.799,0.55557
215.819,0.55512
215.839,0.55467
215.859,0.55423
215.879,0.55378
215.899,0.55334
215.919,0.55289
215.939,0.55245
215.959,0.552
215.979,0.55156
215.999,0.55112
216.019,0.55067
216.039,0.55022
216.059,0.54977
216.079,0.54933
216.099,0.54888
216.119,0.54843
216.139,0.54799
216.159,0.54754
216.179,0.54709
216.199,0.54662
216.219,0.54603
216.239,0.54543
216.259,0.54484
216.279,0.54425
216.299,0.54366
216.319,0.54307
216.339,0.54248
216.359,0.54189
216.379,0.54131
216.399,0.54072
216.419,0.54013
216.439,0.53955
216.459,0.53896
216.479,0.53838
216.499,0.53779
216.519,0.53721
216.539,0.53663
216.559,0.53604
216.579,0.53546
216.599,0.53488
216.619,0.5343
216.639,0.53372
216.659,0.53314
216.679,0.53257
216.699,0.53199
216.719,0.53141
216.739,0.53083
216.759,0.53026
216.779,0.52968
216.799,0.52911
216.819,0.52853
216.839,0.52796
216.859,0.52739
216.879,0.52682
216.899,0.52625
216.919,0.52567
216.939,0.5251
216.959,0.52453
216.979,0.52397
216.999,0.5234
217.019,0.52284
217.039,0.52228
217.059,0.52172
217.079,0.52116
217.099,0.5206
217.119,0.52005
217.139,0.51949
217.159,0.51893
217.179,0.51838
217.199,0.51782
217.219,0.51727
217.239,0.51672
217.259,0.51616
217.279,0.51561
217.299,0.51506
217.319,0.51451
217.339,0.51396
217.359,0.51341
217.379,0.51286
217.399,0.51231
217.419,0.51176
217.439,0.51122
217.459,0.51067
217.479,0.51012
217.499,0.50958
217.519,0.50903
217.539,0.50849
217.559,0.50794
217.579,0.5074
217.599,0.50686
217.619,0.50631
217.639,0.50577
217.659,0.50523
217.679,0.50469
217.699,0.50415
217.719,0.50361
217.739,0.50307
217.759,0.50253
217.779,0.502
217.799,0.50146
217.819,0.50092
217.839,0.50039
217.859,0.49985
217.879,0.49932
217.899,0.49878
217.919,0.49825
217.939,0.49772
217.959,0.49718
217.979,0.49665
217.999,0.49612
218.019,0.49559
218.039,0.49505
218.059,0.49452
218.079,0.49399
218.099,0.49346
218.119,0.49293
218.139,0.4924
218.159,0.49187
218.179,0.49134
218.199,0.49081
218.219,0.49029
218.239,0.48976
218.259,0.48923
218.279,0.48871
218.299,0.48818
218.319,0.48766
218.339,0.48713
218.359,0.48661
218.379,0.48609
218.399,0.48556
218.419,0.48504
218.439,0.48452
218.459,0.484
218.479,0.48348
218.499,0.48296
218.519,0.48244
218.539,0.48192
218.559,0.4814
218.579,0.48089
218.599,0.48029
218.619,0.47965
218.639,0.47901
218.659,0.47838
218.679,0.47774
218.699,0.47711
218.719,0.47648
218.739,0.47585
218.759,0.47522
218.779,0.47459
218.799,0.47396
218.819,0.47333
218.839,0.4727
218.859,0.47208
218.879,0.47145
218.899,0.47083
218.919,0.4702
218.939,0.46958
218.959,0.46896
218.979,0.46834
218.999,0.46772
219.019,0.46708
219.039,0.46645
219.059,0.46582
219.079,0.46519
219.099,0.46456
219.119,0.46393
219.139,0.4633
219.159,0.46267
219.179,0.46205
219.199,0.46142
219.219,0.46079
219.239,0.46017
219.259,0.45955
219.279,0.45892
219.299,0.4583
219.319,0.45768
219.339,0.45706
219.359,0.45644
219.379,0.45582
219.399,0.45521
219.419,0.45459
219.439,0.45397
219.459,0.45336
219.479,0.45274
219.499,0.45213
219.519,0.45152
219.539,0.45091
219.559,0.4503
219.579,0.44969
219.599,0.44908
219.619,0.44847
219.639,0.44786
219.659,0.44725
219.679,0.44665
219.699,0.44604
219.719,0.44544
219.739,0.44484
219.759,0.44423
219.779,0.44363
219.799,0.44303
219.819,0.44243
219.839,0.44183
219.859,0.44123
219.879,0.44063
219.899,0.44004
219.919,0.43944
219.939,0.43885
219.959,0.43825
219.979,0.43766
219.999,0.43706
